PrevSeed,WinningMember,PlayDate,StreamKey,event_id,seed_date,Top1,Top2,Top3,play_mode,play_reason,ratio,gap,blended_alignment_ratio,boost_gap_top12,exclusivity_strength,dominance_state,build_marker
4333,0225,2023-07-18,Wisconsin|Pick 4 Midday,12733,2023-07-17,255,225,25,PLAY_TOP1,Validated dominant Top1 | 0255-specific Top1 gate passed,0.409018890874241,2.206095804065748,0.6550359386315682,0.613782136147726,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
4070,0025,2023-07-23,Illinois|Pick 4 Midday,13052,2023-07-22,225,25,255,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.4322851568575497,1.3715594782718938,0.7516205015041322,1.0397499766364449,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5002,0025,2023-07-24,Illinois|Pick 4 Midday,13118,2023-07-23,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.5939454580711757,1.0020580884914128,0.75271457230467,0.8402282891735813,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8584,0225,2023-07-31,Delaware|Play 4 Night,13629,2023-07-30,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.1082412426893559,2.206629497472817,1.0,2.1181232705336006,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0024,0255,2023-08-02,Pennsylvania|Pick 4 Evening,13825,2023-08-01,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7529923459757998,0.4800593830737676,0.5156532738925489,0.2378336376043199,0.0475667275208639,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6434,0255,2023-08-08,Texas|Daily 4 Day,14280,2023-08-07,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7802245636752739,0.4570296112371146,0.5063984787678191,0.1090108139019294,0.0218021627803858,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
1276,0255,2023-08-27,North Carolina|Pick 4 Evening,15687,2023-08-26,25,255,225,PLAY_TOP1,Member-specific Top1 promotion,0.7570696687193288,0.4616300470454535,0.7383353104842769,0.799041347355551,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2722,0025,2023-08-29,Texas|Daily 4 Morning,15854,2023-08-28,225,255,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.8532025503214496,0.2768591841929173,0.6213517505718649,0.4231278100858258,0.2446255620171651,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6274,0255,2023-08-30,Iowa|Pick 4 Evening,15886,2023-08-29,25,255,225,PLAY_TOP1,Member-specific Top1 promotion,0.7889959136783312,0.4575684857334721,0.6676902846275219,0.8077657175971382,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6630,0255,2023-09-08,Kentucky|Pick 4 Evening,16569,2023-09-07,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.2334227906471847,1.7611090979693484,1.0,2.0256850343667225,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0794,0025,2023-09-13,West Virginia|Daily 4,16993,2023-09-12,225,255,25,PLAY_TOP2,Tight ratio with weak alignment widened to Top1+Top2,0.9999583942269608,9.758819405369934e-05,0.537861614205276,0.2044934429511182,0.0408986885902236,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5283,0225,2023-09-25,Pennsylvania|Pick 4 Day,17868,2023-09-24,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.6078630619555921,0.8566797049783494,0.770745039953844,1.298112169181414,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8585,0025,2023-09-26,South Carolina|Pick 4 Midday,17952,2023-09-25,255,225,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.7715719862133896,0.577793642132963,0.6824493566331178,0.1218565528520527,0.0243713105704105,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
4246,0255,2023-10-17,Ontario|Pick 4 Midday,19514,2023-10-16,25,255,225,PLAY_TOP1,Member-specific Top1 promotion,0.7891490182431851,0.4501508960862759,0.6672339826195931,0.7942695762710115,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9069,0025,2023-11-02,Puerto Rico|Pega 4 Noche,20730,2023-11-01,255,225,25,PLAY_TOP2,Tight ratio with weak alignment widened to Top1+Top2,0.9852260241805568,0.0343068073466885,0.4955582170476859,0.0710230407922827,0.0142046081584565,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9435,0255,2023-11-09,South Carolina|Pick 4 Midday,21261,2023-11-08,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7982143479943518,0.4392643291194302,0.4631783096692046,0.0181200065508759,0.0836240013101752,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0663,0025,2023-11-22,Ohio|Pick 4 Evening,22222,2023-11-21,225,25,255,PLAY_TOP1,Trait-based Top1 conversion | 0225-specific Top1 gate failed,0.6760918443291174,0.6065403583629383,0.5584712077236832,0.4430115924465085,0.1686023184893017,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
1213,0025,2023-11-24,New Jersey|Pick 4 Midday,22367,2023-11-23,225,255,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.8989648946798823,0.2593432932159629,0.5051799775170756,0.3265822500470996,0.1453164500094199,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5287,0225,2024-01-05,Texas|Daily 4 Evening,25542,2024-01-04,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.2506972632168189,1.578010671026237,1.0,2.205135978705224,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
4194,0255,2024-02-01,Tennessee|Cash 4 Midday,27565,2024-01-31,225,25,255,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.5452847408544792,1.069435459049067,0.6035073819932154,0.6178772644386559,0.2835754528877311,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0037,0255,2024-02-04,Oregon|Pick 4 4pm,27782,2024-02-03,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.5332057455214276,1.2123152322054562,0.7625179736375802,1.2255323647074017,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9895,0025,2024-02-09,Tennessee|Cash 4 Midday,28167,2024-02-08,255,225,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.78343842276599,0.6050269350141497,0.629071175754567,0.3055861789254899,0.0611172357850979,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
3747,0225,2024-03-23,Illinois|Pick 4 Midday,31360,2024-03-22,255,25,225,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.7739522502394601,0.4638513371201012,0.5001190163402447,0.0019688885655271,0.0003937777131054,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
1096,0255,2024-03-31,Iowa|Pick 4 Evening,31963,2024-03-30,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.2665753417152055,1.3257591797444157,1.0,1.4712802824997948,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5689,0255,2024-04-05,Arkansas|Cash 4 Midday,32318,2024-04-04,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.25037708300493,1.61651018722226,1.0,2.27738543522335,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9418,0225,2024-04-06,Missouri|Pick 4 Midday,32426,2024-04-05,25,225,255,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.6029526179019059,0.8677792887204776,0.7638716345983778,1.253850680776793,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7245,0225,2024-04-10,Delaware|Play 4 Day,32695,2024-04-09,25,225,255,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.6533623586007178,0.7370219135014453,0.7572451412710912,1.1198107570202271,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6865,0255,2024-05-11,Illinois|Pick 4 Evening,35038,2024-05-09,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.7273642504756893,0.6038072868519164,0.6780228878496233,0.9960109988051168,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0902,0255,2024-05-20,Puerto Rico|Pega 4 Día,35745,2024-05-18,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.621193303276675,0.936063616679548,0.6738911754389393,0.8593459362324047,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
4313,0025,2024-06-08,Louisiana|Pick 4,37153,2024-06-07,255,225,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.7560466077133657,0.4935361301372509,0.7263897767434546,0.1192172673561859,0.1038434534712372,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0301,0255,2024-06-19,Maryland|Pick 4 Midday,37977,2024-06-18,25,225,255,PLAY_TOP1,Member-specific Top1 promotion,0.8066444678981962,0.3696018010671658,0.6563979067609286,0.6158982649477629,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8437,0255,2024-06-20,Michigan|Daily 4 Midday,38057,2024-06-19,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.623228944783685,0.791103560139367,0.7655274659924776,1.205564519473188,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5460,0025,2024-06-28,Puerto Rico|Pega 4 Noche,38685,2024-06-27,225,255,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7810611913638575,0.4464577968773024,0.7467050346747572,0.3129092127119388,0.0625818425423877,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0371,0025,2024-07-08,Georgia|Cash 4 Evening,39386,2024-07-07,225,255,25,PLAY_TOP2,Contested row,0.9443128114007096,0.1189434931623472,0.517033946427597,0.2830582504004317,0.0566116500800863,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6407,0255,2024-07-10,North Carolina|Pick 4 Daytime,39569,2024-07-09,225,25,255,PLAY_TOP2,Contested row,0.9597971013040956,0.0813201289807366,0.4935641115177688,0.0996594199678848,0.0199318839935769,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8762,0225,2024-07-24,Atlantic Canada|Lotto 4,40585,2024-07-23,25,255,225,PLAY_TOP1,Member-specific Top1 promotion,0.7253896372533051,0.5348591413625092,0.74237601799841,0.8636608192275338,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2327,0025,2024-07-25,New Jersey|Pick 4 Midday,40694,2024-07-24,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.6024709207086216,0.8858581694649394,0.7408665986793664,0.8318615699240285,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
1388,0255,2024-08-12,Puerto Rico|Pega 4 Noche,42065,2024-08-10,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7915473404785623,0.3717679409958829,0.4983238004788161,0.0239024435819255,0.0047804887163851,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5602,0255,2024-08-16,New Mexico|Pick 4 Day,42357,2024-08-15,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.5976524535662316,1.0361760340618793,0.7504925823889959,0.6618075833651911,0.2923615166730382,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6987,0025,2024-08-25,Connecticut|Play 4 Day,43005,2024-08-24,255,225,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.9251536667762392,0.1514842156372555,0.5517789772436572,0.59619196830324,0.199238393660648,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
1909,0225,2024-09-24,"Tri-State (ME, NH & VT)|Pick 4 Day",45318,2024-09-23,255,25,225,PLAY_TOP2,Small gap with weak exclusivity widened to Top1+Top2,0.9689670573392052,0.0669758143398895,0.4893240870112295,0.1852342856144861,0.0370468571228972,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5229,0255,2024-10-04,Georgia|Cash 4 Evening,46019,2024-10-03,25,225,255,PLAY_TOP1,Member-specific Top1 promotion,0.7350996693603201,0.4913652844145928,0.7361666297528203,0.7588813354632543,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7355,0255,2024-10-10,Kentucky|Pick 4 Midday,46481,2024-10-09,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.2609717517460245,1.6921256551718242,1.0,2.273138081298053,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8947,0225,2024-12-03,Tennessee|Cash 4 Morning,50572,2024-12-02,25,255,225,PLAY_TOP2,Top1 blocked by member-specific gate | 0025-specific Top1 gate failed,0.7950386146916474,0.4918217332492429,0.5871225690931223,0.3830189656537535,0.2366037931307507,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7210,0025,2024-12-18,Iowa|Pick 4 Evening,51661,2024-12-17,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.2035516805530926,1.8661634327539924,1.0,2.007552889349877,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6697,0225,2025-01-03,New York|Win 4 Evening,52876,2025-01-02,255,25,225,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.8209222507716223,0.3650886565462397,0.4902148990088448,0.1645836474525759,0.0329167294905151,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
3269,0225,2025-01-03,South Carolina|Pick 4 Evening,52895,2025-01-02,25,225,255,PLAY_TOP1,Member-specific Top1 promotion,0.750290171507755,0.4089549762565225,0.7123848126923826,0.6128502189712571,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7699,0025,2025-01-17,Puerto Rico|Pega 4 Noche,53941,2025-01-16,255,225,25,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.9219324985726832,0.1982162312472599,0.6315286877268907,0.2527512934220253,0.050550258684405,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7551,0255,2025-01-27,Ontario|Pick 4 Midday,54677,2025-01-26,25,225,255,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.226754052002846,1.6464113083676928,1.0,2.201940445622134,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0637,0225,2025-01-30,Maryland|Pick 4 Evening,54886,2025-01-29,255,25,225,PLAY_TOP2,Contested row,0.9464125814686828,0.0992229700718709,0.2501558765356237,0.6498594017173647,0.35,CONTESTED,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6101,0255,2025-02-13,"Washington, D.C.|DC-4 11:30pm",55985,2025-02-12,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.3382230384877079,2.057613192634368,0.7706950055714494,1.2970433807915882,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5361,0225,2025-03-21,Georgia|Cash 4 Night,58640,2025-03-20,255,25,225,PLAY_TOP2,Top1 blocked by member-specific gate | 0255-specific Top1 gate failed,0.6222304935601392,0.7809761942301858,0.5084556147176142,0.1188054304481851,0.023761086089637,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2733,0225,2025-04-02,Québec|Quotidienne 4,59583,2025-04-01,255,225,25,PLAY_TOP1,Trait-based Top1 conversion | 0255-specific Top1 gate failed,0.687957694944862,0.7482632516485264,0.6361950346258674,0.367526317611583,0.3135052635223166,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
6374,0255,2025-04-09,Oregon|Pick 4 10pm,60101,2025-04-08,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.5232611372590235,1.2353950902134911,0.6727518399879954,0.8993190088778327,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7650,0255,2025-04-15,North Carolina|Pick 4 Daytime,60545,2025-04-14,25,225,255,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.5194185354078608,1.335258933705694,0.6791936122949084,1.0346770730199717,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2485,0225,2025-04-28,New Jersey|Pick 4 Midday,61512,2025-04-27,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.7282380310998016,0.5873766405135974,0.6721294948684128,0.8841077869736409,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
3249,0255,2025-04-29,Québec|Quotidienne 4,61607,2025-04-28,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.5982517228952956,0.993849467168056,0.522817424257467,0.3498604920771353,0.069972098415427,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
8226,0225,2025-05-12,Texas|Daily 4 Evening,62594,2025-05-10,25,225,255,PLAY_TOP1,Member-specific Top1 promotion,0.7710037990521622,0.4777112841946822,0.6630215966805377,0.7245322843637052,0.35,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
7820,0255,2025-05-28,New Jersey|Pick 4 Evening,63770,2025-05-27,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.8529815078174112,0.3145668400438537,0.4815441845465562,0.3053349883550742,0.0610669976710148,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2954,0255,2025-06-02,Iowa|Pick 4 Evening,64129,2025-06-01,25,255,225,PLAY_TOP1,Validated dominant Top1 | 0025-specific Top1 gate passed,0.2605884259801223,1.307018472481573,1.0,1.7575255655922803,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
2045,0255,2025-07-21,Maryland|Pick 4 Midday,67817,2025-07-20,225,255,25,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.6170091546025865,0.9345533757795684,0.6730616402052128,0.8472902809719693,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9125,0225,2025-07-28,Texas|Daily 4 Day,68380,2025-07-26,255,225,25,PLAY_TOP1,Validated dominant Top1 | 0255-specific Top1 gate passed,0.3441405625745894,2.479014173987606,0.7532775965714258,1.044759413967384,0.35,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
5114,0255,2025-08-11,Oregon|Pick 4 10pm,69417,2025-08-10,225,25,255,PLAY_TOP2,Top1 blocked by member-specific gate | 0225-specific Top1 gate failed,0.7473327100160708,0.5541210947579345,0.5176774575950231,0.2796304367202611,0.0559260873440522,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0604,0025,2025-08-28,Idaho|Pick 4 Night,70668,2025-08-27,225,25,255,PLAY_TOP1,Trait-based Top1 conversion | 0225-specific Top1 gate failed,0.7024301277589962,0.6673506475835111,0.5570310437752762,0.4480933058121006,0.1696186611624201,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
9400,0025,2025-09-09,Québec|Quotidienne 4,71607,2025-09-08,225,25,255,PLAY_TOP1,Validated dominant Top1 | 0225-specific Top1 gate passed,0.5367144936300482,1.166181514534037,0.6139421519445356,0.7323918231988533,0.3064783646397707,DOMINANT,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
0690,0025,2025-10-05,North Carolina|Pick 4 Evening,73572,2025-10-04,225,25,255,PLAY_TOP1,Trait-based Top1 conversion | 0225-specific Top1 gate failed,0.6930556538125977,0.6263454979034992,0.5591778026276607,0.4546751240151527,0.1709350248030305,WEAK,core025_separator_engine_plus_lab_walkforward__2026-04-06_v19_trait_based_top1_conversion_expanded_locked
